,final_vcpu,final_ram,final_volume
1662,44,87,810
1663,7,56,510
1664,25,25,460
1665,29,71,410
1666,44,62,760
1667,50,78,780
1668,60,73,870
1669,19,35,740
1670,30,77,690
1671,20,116,670
1672,48,83,880
1673,13,63,570
1674,44,116,860
1675,39,107,880
1676,37,35,740
1677,6,93,860
1678,43,120,680
1679,36,113,620
1680,13,115,740
1681,50,82,830
1682,11,101,810
1683,47,109,640
1684,18,26,490
1685,18,19,510
1686,50,111,830
1687,50,109,670
1688,18,39,390
1689,53,84,860
1690,34,91,780
1691,47,72,830
1692,7,88,560
1693,10,90,420
1694,49,115,850
1695,59,61,860
1696,37,105,780
1697,7,9,440
1698,10,35,750
1699,59,69,840
1700,55,67,820
1701,51,106,770
1702,31,92,350
1703,19,78,840
1704,47,106,820
1705,42,85,650
1706,8,87,400
1707,14,86,870
1708,38,105,470
1709,62,82,840
1710,12,116,890
1711,17,56,650
1712,49,63,830
1713,31,102,840
1714,52,66,690
1715,19,56,520
1716,54,91,840
1717,10,110,870
1718,12,65,430
1719,52,78,820
1720,39,119,720
1721,48,108,900
1722,31,100,710
1723,47,91,610
1724,50,67,870
1725,11,80,880
1726,33,59,570
1727,20,94,490
1728,35,77,900
1729,34,97,750
1730,1,11,110
1731,54,87,900
1732,19,61,820
1733,47,40,540
1734,26,77,640
1735,18,111,540
1736,56,88,600
1737,46,119,790
1738,60,80,890
1739,64,84,850
1740,60,74,890
1741,40,108,540
1742,55,68,760
1743,6,34,740
1744,56,62,630
1745,25,31,320
1746,13,114,820
1747,77,81,860
1748,18,115,740
1749,14,70,810
1750,4,94,650
1751,45,67,890
1752,33,48,430
1753,35,73,800
1754,51,108,840
1755,42,115,830
1756,61,84,890
1757,46,84,890
1758,18,83,870
1759,17,62,710
1760,63,65,740
1761,63,73,870
1762,55,91,890
1763,58,70,770
1764,52,79,880
1765,52,83,860
1766,43,106,780
1767,50,78,670
1768,51,114,680
1769,53,73,860
1770,16,101,760
1771,53,66,710
1772,33,46,430
1773,44,70,350
1774,44,67,830
1775,58,115,620
1776,73,76,900
1777,45,38,860
1778,31,66,770
1779,36,54,420
1780,19,34,730
1781,37,73,830
1782,20,40,820
1783,35,118,710
1784,38,116,670
1785,31,102,880
1786,29,94,590
1787,46,68,710
1788,54,120,750
1789,47,39,590
1790,4,30,390
1791,20,90,900
1792,47,112,530
1793,8,88,770
1794,46,99,890
1795,27,62,590
1796,18,37,470
1797,18,115,870
1798,19,77,700
1799,37,110,720
1800,20,102,480
1801,59,73,900
1802,59,111,670
1803,48,102,690
1804,30,62,740
1805,46,51,650
1806,60,65,750
1807,7,17,400
1808,18,62,650
1809,49,89,610
1810,38,64,630
1811,56,66,830
1812,60,91,360
1813,31,103,740
1814,40,114,720
1815,54,84,860
1816,47,69,390
1817,52,105,610
1818,8,63,790
1819,33,79,850
1820,14,32,600
1821,47,70,820
1822,31,93,900
1823,20,38,590
1824,52,86,860
1825,26,39,320
1826,50,70,440
1827,20,77,900
1828,11,72,490
1829,41,118,590
1830,52,61,870
1831,48,71,710
1832,56,114,850
1833,11,82,880
1834,68,73,860
1835,58,104,860
1836,49,113,570
1837,32,69,850
1838,33,54,670
1839,36,47,330
1840,19,34,830
1841,34,119,640
1842,51,57,830
1843,45,116,640
1844,73,79,900
1845,13,101,770
1846,54,111,870
1847,58,94,590
1848,41,108,810
1849,27,73,800
1850,43,72,900
1851,17,102,720
1852,40,118,690
1853,16,85,640
1854,18,102,850
1855,35,108,630
1856,46,118,780
1857,40,73,740
1858,40,101,740
1859,15,73,820
1860,20,71,730
1861,38,75,590
1862,59,71,890
1863,60,109,790
1864,54,102,770
1865,37,116,570
1866,55,86,880
1867,6,74,830
1868,63,64,780
1869,41,39,830
1870,75,81,900
1871,53,92,880
1872,5,98,760
1873,44,76,780
1874,16,83,560
1875,59,119,680
1876,60,65,740
1877,54,84,850
1878,12,68,760
1879,58,63,680
1880,17,87,850
1881,26,65,460
1882,45,117,820
1883,33,74,570
1884,29,82,810
1885,41,51,380
1886,19,59,590
1887,36,101,420
1888,47,65,720
1889,32,100,410
1890,43,120,660
1891,55,69,890
1892,42,86,620
1893,17,31,830
1894,28,68,340
1895,15,62,430
1896,49,54,710
1897,51,102,810
1898,41,82,830
1899,60,82,430
1900,5,101,490
1901,51,116,670
1902,8,115,660
1903,18,31,690
1904,19,109,530
1905,11,66,730
1906,36,52,670
1907,31,64,880
1908,13,118,850
1909,19,32,530
1910,8,8,530
1911,2,66,540
1912,29,106,660
1913,57,74,830
1914,12,64,690
1915,56,85,430
1916,43,74,780
1917,57,104,630
1918,15,29,400
1919,20,94,630
1920,35,67,680
1921,57,91,810
1922,37,98,750
1923,8,66,330
1924,46,77,450
1925,49,68,840
1926,13,35,450
1927,38,50,490
1928,35,119,830
1929,15,65,690
1930,52,101,800
1931,39,69,750
1932,19,90,790
1933,18,80,680
1934,55,70,530
1935,56,61,690
1936,11,65,550
1937,9,25,450
1938,35,98,590
1939,20,101,680
1940,55,72,840
1941,39,99,570
1942,54,95,880
1943,51,67,720
1944,55,114,580
1945,20,65,580
1946,57,101,640
1947,48,114,850
1948,34,68,820
1949,57,72,750
1950,52,88,890
1951,27,27,670
1952,19,102,860
1953,49,62,730
1954,32,78,850
1955,17,77,880
1956,20,39,430
1957,9,35,650
1958,45,67,810
1959,53,116,650
1960,39,55,590
1961,31,91,660
1962,58,99,530
1963,60,67,760
1964,56,103,510
1965,45,64,840
1966,32,74,860
1967,47,73,770
1968,45,106,760
1969,19,112,550
1970,47,117,820
1971,55,98,600
1972,16,119,720
1973,77,84,850
1974,32,97,810
1975,54,75,630
1976,42,112,630
1977,17,71,720
1978,28,72,730
1979,14,69,780
1980,20,83,410
1981,50,63,870
1982,44,78,480
1983,32,79,810
1984,52,114,620
1985,18,114,770
1986,49,61,700
1987,68,78,860
1988,4,15,620
1989,44,111,590
1990,53,106,620
1991,19,68,880
1992,66,66,860
1993,57,72,830
1994,19,70,760
1995,17,111,640
1996,65,77,890
1997,5,94,810
1998,16,16,370
1999,60,104,880
2000,33,81,830
2001,33,39,310
2002,8,63,820
2003,8,18,750
2004,13,64,900
2005,58,111,590
2006,44,108,510
2007,49,75,770
2008,44,64,380
2009,53,68,680
2010,40,103,500
2011,43,86,900
2012,59,99,400
2013,32,82,680
2014,53,117,630
2015,34,105,770
2016,27,69,740
2017,57,98,770
2018,39,102,830
2019,60,111,570
2020,49,120,770
2021,43,40,570
2022,55,120,810
2023,20,103,610
2024,41,111,870
2025,4,33,460
2026,58,98,690
2027,33,68,440
2028,8,113,600
2029,39,90,430
2030,6,26,410
2031,45,116,900
2032,51,113,790
2033,38,114,670
2034,34,75,860
2035,43,113,770
2036,31,64,320
2037,19,70,600
2038,43,38,700
2039,60,76,890
2040,56,119,880
2041,7,36,500
2042,41,107,780
2043,57,71,740
2044,43,104,830
2045,51,117,600
2046,55,107,810
2047,40,102,580
2048,20,105,550
2049,44,105,600
2050,12,105,630
2051,32,101,750
2052,9,18,440
2053,46,68,850
2054,35,108,520
2055,56,65,660
2056,54,61,620
2057,13,34,820
2058,52,94,900
2059,70,70,740
2060,49,104,830
2061,7,58,630
2062,2,4,120
2063,39,116,590
2064,53,73,640
2065,47,107,740
2066,39,71,900
2067,28,101,790
2068,39,79,830
2069,57,72,430
2070,60,67,850
2071,32,104,890
2072,37,56,360
2073,20,70,710
2074,57,75,880
2075,47,120,890
2076,33,99,900
2077,32,72,530
2078,46,98,750
2079,31,107,890
2080,47,70,860
2081,56,74,750
2082,40,109,730
2083,9,10,600
2084,45,89,540
2085,53,82,830
2086,37,114,860
2087,43,114,730
2088,6,65,370
2089,53,111,860
2090,19,106,810
2091,33,40,450
2092,15,115,610
2093,8,60,470
2094,8,58,480
2095,31,110,710
2096,48,66,740
2097,50,66,900
2098,51,74,860
2099,40,106,680
2100,45,78,850
2101,40,73,780
2102,13,108,780
2103,12,82,710
2104,6,103,680
2105,38,110,530
2106,14,22,840
2107,29,113,580
2108,34,72,510
2109,47,66,800
2110,48,117,740
2111,56,106,660
2112,49,113,760
2113,39,106,900
2114,52,64,700
2115,56,112,530
2116,58,66,660
2117,54,74,860
2118,48,66,590
2119,26,82,600
2120,53,105,520
2121,34,114,900
2122,31,103,770
2123,54,105,560
2124,57,77,880
2125,48,117,580
2126,47,97,790
2127,16,95,500
2128,13,58,880
2129,55,84,840
2130,33,104,860
2131,18,38,540
2132,2,63,540
2133,53,120,740
2134,33,98,660
2135,10,82,380
2136,51,90,900
2137,60,94,840
2138,41,107,800
2139,35,104,730
2140,46,62,880
2141,8,117,570
2142,52,96,870
2143,61,61,740
2144,53,89,600
2145,34,71,860
2146,27,53,720
2147,47,93,640
2148,42,115,830
2149,3,29,360
2150,31,108,700
2151,31,33,330
2152,15,110,790
2153,50,110,850
2154,8,63,520
2155,5,30,560
2156,52,117,650
2157,36,112,570
2158,7,114,570
2159,10,71,900
2160,61,76,780
2161,33,96,610
2162,4,5,80
2163,14,120,820
2164,33,69,720
2165,28,48,370
2166,51,119,790
2167,52,67,900
2168,56,63,790
2169,19,22,450
2170,48,74,600
2171,13,76,520
2172,46,83,880
2173,43,78,880
2174,53,65,900
2175,8,36,470
2176,14,72,690
2177,50,72,860
2178,16,40,460
2179,39,85,870
2180,59,67,690
2181,13,113,770
2182,42,82,840
2183,40,75,400
2184,62,72,800
2185,58,67,880
2186,43,101,900
2187,41,110,890
2188,43,110,860
2189,31,109,580
2190,48,87,900
2191,44,120,860
2192,14,28,360
2193,45,110,870
2194,14,85,680
2195,55,116,830
2196,8,9,570
2197,26,76,630
2198,39,38,720
2199,22,29,410
2200,34,96,640
2201,15,74,840
2202,51,67,370
2203,53,79,820
2204,31,97,540
2205,56,66,880
2206,45,77,890
2207,41,119,860
2208,9,57,560
2209,60,70,890
2210,3,82,710
2211,28,55,340
2212,41,82,880
2213,35,74,740
2214,42,64,650
2215,38,62,850
2216,12,113,720
2217,18,40,590
2218,40,120,790
2219,14,30,830
2220,39,54,870
2221,45,97,480
2222,7,67,510
2223,54,90,870
2224,6,38,360
2225,45,70,900
2226,12,20,640
2227,19,98,740
2228,2,76,450
2229,17,114,690
2230,36,103,520
2231,32,116,750
2232,9,53,530
2233,49,63,750
2234,6,36,420
2235,38,68,880
2236,57,61,860
2237,57,64,830
2238,41,74,860
2239,34,35,640
2240,55,81,590
2241,49,113,600
2242,47,107,810
2243,53,69,880
2244,12,84,740
2245,56,65,830
2246,47,81,890
2247,35,81,700
2248,20,106,720
2249,45,120,650
2250,20,104,690
2251,53,120,810
2252,38,68,760
2253,34,67,510
2254,44,120,690
2255,11,109,750
2256,11,33,500
2257,17,66,900
2258,48,65,320
2259,46,79,830
2260,56,64,780
2261,44,66,660
2262,60,88,400
2263,58,71,830
2264,58,92,770
2265,33,95,700
2266,31,83,830
2267,50,75,850
2268,38,101,440
2269,45,108,850
2270,50,70,770
2271,28,68,460
2272,55,105,580
2273,17,19,650
2274,50,67,820
2275,67,70,810
2276,20,91,710
2277,8,106,890
2278,20,101,800
2279,19,23,450
2280,54,98,700
2281,11,100,580
2282,48,104,730
2283,17,117,630
2284,12,18,410
2285,29,51,510
2286,43,104,820
2287,58,85,870
2288,52,75,830
2289,25,25,290
2290,33,68,450
2291,12,78,360
2292,6,97,740
2293,9,55,500
2294,13,79,560
2295,26,54,570
2296,10,23,250
2297,61,77,790
2298,73,74,780
2299,50,105,830
2300,28,72,860
2301,56,113,900
2302,31,55,420
2303,46,68,850
2304,57,77,860
2305,60,115,820
2306,38,71,550
2307,64,69,870
2308,44,114,760
2309,46,75,770
2310,7,99,640
2311,46,112,850
2312,19,65,680
2313,70,70,860
2314,37,62,760
2315,47,91,780
2316,11,108,630
2317,38,111,640
2318,46,102,890
2319,59,73,760
2320,6,101,720
2321,13,16,420
2322,51,69,360
2323,31,75,570
2324,57,107,800
2325,41,62,770
2326,38,109,870
2327,43,63,770
2328,49,40,580
2329,43,66,900
2330,27,86,820
2331,48,69,800
2332,36,70,760
2333,54,72,760
2334,50,110,620
2335,86,86,900
2336,49,40,740
2337,53,93,630
2338,54,111,660
2339,41,103,690
2340,15,34,660
2341,45,119,860
2342,19,101,690
2343,57,119,850
2344,5,28,500
2345,19,20,280
2346,17,78,760
2347,45,52,360
2348,74,79,830
2349,13,58,500
2350,11,23,340
2351,49,114,770
2352,52,80,720
2353,17,61,770
2354,36,108,510
2355,56,80,390
2356,64,67,830
2357,18,117,750
2358,20,90,900
2359,35,100,500
2360,71,77,770
2361,42,116,810
2362,31,108,680
2363,6,103,590
2364,53,78,450
2365,33,67,680
2366,50,118,670
2367,12,70,820
2368,17,78,810
2369,18,63,810
2370,54,98,890
2371,18,97,840
2372,8,37,750
2373,20,69,510
2374,39,109,710
2375,58,80,860
2376,7,101,900
2377,29,67,430
2378,43,39,860
2379,15,16,280
2380,24,63,470
2381,38,100,680
2382,15,40,510
2383,46,69,610
2384,42,91,850
2385,37,46,380
2386,45,76,870
2387,17,28,640
2388,52,120,800
2389,9,29,510
2390,19,62,640
2391,56,68,750
2392,5,65,570
2393,56,80,800
2394,48,68,880
2395,60,100,480
2396,70,72,900
2397,40,108,870
2398,13,65,670
2399,36,109,520
2400,50,112,680
2401,54,96,450
2402,47,106,860
2403,4,7,180
2404,53,84,840
2405,16,69,730
2406,10,40,830
2407,20,33,550
2408,24,26,330
2409,13,32,750
2410,5,19,450
2411,53,89,890
2412,38,65,660
2413,8,25,280
2414,50,63,830
2415,5,97,770
2416,20,105,790
2417,20,95,630
2418,32,34,560
2419,34,115,720
2420,31,70,440
2421,11,120,680
2422,8,31,300
2423,33,35,410
2424,51,96,820
2425,10,29,320
2426,66,69,770
2427,20,102,780
2428,37,50,310
2429,58,108,640
2430,19,38,800
2431,6,77,450
2432,57,111,740
2433,18,116,660
2434,51,52,550
2435,57,93,580
2436,33,113,550
2437,38,100,590
2438,37,104,580
2439,51,120,660
2440,46,78,900
2441,54,63,400
2442,39,40,550
2443,10,16,900
2444,54,75,870
2445,51,118,680
2446,7,58,550
2447,19,57,510
2448,33,53,800
2449,73,88,890
2450,8,33,600
2451,49,64,780
2452,59,98,680
2453,5,99,640
2454,36,40,680
2455,43,112,570
2456,58,97,800
2457,14,112,890
2458,43,103,440
2459,47,67,840
2460,43,104,610
2461,6,35,440
2462,45,119,640
2463,18,90,850
2464,12,55,340
2465,38,99,820
2466,44,116,730
2467,16,31,890
2468,55,80,900
2469,47,72,650
2470,31,107,810
2471,26,37,440
2472,56,118,680
2473,54,116,560
2474,31,68,680
2475,30,70,560
2476,55,110,710
2477,11,43,490
2478,55,70,750
2479,55,113,770
2480,13,32,770
2481,11,82,820
2482,37,113,730
2483,11,20,210
2484,13,61,860
2485,81,84,880
2486,49,63,520
2487,36,102,630
2488,37,57,640
2489,13,77,770
2490,9,98,900
2491,18,81,860
2492,11,107,680
2493,51,79,800
2494,25,105,530
2495,62,67,870
2496,55,77,610
2497,8,108,870
2498,19,104,850
2499,18,69,470
2500,50,84,520
2501,39,85,810
2502,53,114,590
2503,71,80,840
2504,48,65,900
2505,42,99,480
2506,42,103,610
2507,34,119,740
2508,37,64,880
2509,25,52,330
2510,38,95,740
2511,17,100,770
2512,44,73,750
2513,59,61,680
2514,65,87,890
2515,49,115,790
2516,46,70,720
2517,19,68,820
2518,52,110,820
2519,64,69,810
2520,60,96,760
2521,49,118,830
2522,45,62,840
2523,42,57,500
2524,51,70,820
2525,31,103,720
2526,36,103,810
2527,39,104,570
2528,72,72,790
2529,37,37,550
2530,16,110,660
2531,11,103,570
2532,12,72,790
2533,51,111,690
2534,11,73,820
2535,13,69,710
2536,42,40,730
2537,75,76,830
2538,15,15,570
2539,10,113,630
2540,18,35,790
2541,32,37,380
2542,15,39,730
2543,11,118,700
2544,48,102,870
2545,30,79,680
2546,40,110,620
2547,15,111,760
2548,59,109,630
2549,13,115,780
2550,52,106,480
2551,44,109,760
2552,30,44,450
2553,59,83,500
2554,15,117,840
2555,20,85,790
2556,53,111,740
2557,37,86,900
2558,31,104,700
2559,48,62,600
2560,12,120,700
2561,20,88,610
2562,42,63,750
2563,55,75,850
2564,40,111,830
2565,54,68,680
2566,15,85,750
2567,15,37,620
2568,43,72,720
2569,19,112,670
2570,17,101,710
2571,43,111,530
2572,59,71,800
2573,25,73,580
2574,13,27,480
2575,62,77,830
2576,8,108,890
2577,53,115,740
2578,36,74,480
2579,61,78,800
2580,22,46,530
2581,15,120,750
2582,8,108,620
2583,5,16,240
2584,32,96,850
2585,59,96,710
2586,60,63,640
2587,17,69,440
2588,46,118,700
2589,25,37,340
2590,37,65,710
2591,17,109,820
2592,38,71,610
2593,59,119,840
2594,34,98,650
2595,11,95,480
2596,18,40,770
2597,19,37,550
2598,9,38,850
2599,46,109,570
2600,33,84,850
2601,39,107,630
2602,40,48,550
2603,1,3,370
2604,63,64,700
2605,19,108,850
2606,62,66,700
2607,38,39,640
2608,56,78,830
2609,12,20,680
2610,9,31,430
2611,55,82,860
2612,41,118,850
2613,1,47,470
2614,58,81,870
2615,60,100,670
2616,31,37,620
2617,45,89,860
2618,20,72,820
2619,57,118,900
2620,52,80,680
2621,53,113,820
2622,20,71,750
2623,46,82,900
2624,45,110,880
2625,63,72,850
2626,6,34,730
2627,62,73,770
2628,55,80,810
2629,13,17,460
2630,13,68,680
2631,19,56,370
2632,49,40,570
2633,40,65,570
2634,20,109,650
2635,36,77,840
2636,6,31,670
2637,10,85,410
2638,42,81,830
2639,7,24,600
2640,38,76,810
2641,13,112,630
2642,20,101,820
2643,54,62,550
2644,20,33,600
2645,29,98,500
2646,44,114,690
2647,6,79,440
2648,12,56,390
2649,19,107,470
2650,50,67,840
2651,38,110,800
2652,6,33,610
2653,34,77,780
2654,66,70,760
2655,74,78,830
2656,69,90,900
2657,33,107,900
2658,19,31,450
2659,74,75,840
2660,43,71,760
2661,9,92,710
2662,17,69,850
2663,60,94,520
2664,47,70,820
2665,48,111,630
2666,9,112,580
2667,39,49,370
2668,46,73,810
2669,4,11,190
2670,59,94,830
2671,19,95,790
2672,14,18,830
2673,46,39,830
2674,44,65,820
2675,45,63,880
2676,37,69,890
2677,77,80,810
2678,18,38,590
2679,53,66,330
2680,49,60,400
2681,47,65,850
2682,7,7,320
2683,20,83,450
2684,28,104,750
2685,49,76,860
2686,19,39,820
2687,59,110,870
2688,62,64,790
2689,18,104,490
2690,5,93,840
2691,64,75,870
2692,47,61,720
2693,30,88,490
2694,6,21,740
2695,45,113,830
2696,58,107,680
2697,17,120,640
2698,63,63,750
2699,75,76,780
2700,17,83,390
2701,30,53,790
2702,29,32,840
2703,40,109,900
2704,34,106,530
2705,13,68,750
2706,61,70,700
2707,58,72,730
2708,36,62,860
2709,59,94,380
2710,44,112,710
2711,41,119,680
2712,57,76,480
2713,60,101,730
2714,39,48,510
2715,49,88,900
2716,49,72,820
2717,8,105,600
2718,13,15,570
2719,46,40,740
2720,16,22,480
2721,60,118,690
2722,55,72,720
2723,57,81,680
2724,12,62,690
2725,46,113,770
2726,41,104,640
2727,47,72,770
2728,42,105,710
2729,34,80,850
2730,42,67,830
2731,49,97,440
2732,75,86,870
2733,51,101,730
2734,40,97,870
2735,52,114,690
2736,19,75,790
2737,12,13,240
2738,13,59,820
2739,4,36,330
2740,56,120,660
2741,30,31,320
2742,10,76,420
2743,45,109,800
2744,38,64,890
2745,33,97,640
2746,15,68,520
2747,35,116,650
2748,36,53,700
2749,5,98,690
2750,39,69,710
2751,45,86,870
2752,50,108,640
2753,33,76,800
2754,7,49,360
2755,32,77,690
2756,48,72,830
2757,15,75,890
2758,13,39,390
2759,32,105,470
2760,17,37,700
2761,58,112,610
2762,60,117,880
2763,12,81,860
2764,31,91,430
2765,43,73,820
2766,48,67,750
2767,32,75,900
2768,38,116,620
2769,16,31,900
2770,43,115,830
2771,52,114,820
2772,17,29,670
2773,29,49,320
2774,16,22,300
2775,58,74,870
2776,10,68,880
2777,20,73,410
2778,39,99,870
2779,48,98,880
2780,56,96,790
2781,35,111,560
2782,11,107,510
2783,54,71,720
2784,14,67,690
2785,8,35,830
2786,39,115,620
2787,35,70,900
2788,18,69,840
2789,8,40,330
2790,9,24,440
2791,14,92,590
2792,52,112,620
2793,44,111,840
2794,59,96,540
2795,55,61,800
2796,43,96,520
2797,51,102,750
2798,56,100,740
2799,35,99,660
2800,4,29,730
2801,48,114,660
2802,7,113,560
2803,49,61,660
2804,10,50,370
2805,8,21,230
2806,5,34,400
2807,27,87,500
2808,66,81,880
2809,49,83,880
2810,22,37,500
2811,20,113,890
2812,34,82,400
2813,15,115,810
2814,17,120,670
2815,54,71,820
2816,52,103,790
2817,39,64,760
2818,17,109,790
2819,49,110,840
2820,3,24,330
2821,23,46,460
2822,5,93,550
2823,24,84,450
2824,11,65,780
2825,14,116,620
2826,18,94,750
2827,32,98,800
2828,48,108,740
2829,50,103,490
2830,49,109,550
2831,31,69,750
2832,33,40,520
2833,47,76,810
2834,52,110,630
2835,52,117,740
2836,53,101,640
2837,56,92,460
2838,10,107,730
2839,10,66,380
2840,35,65,750
2841,67,76,840
2842,52,80,880
2843,7,29,330
2844,8,101,740
2845,18,90,430
2846,54,99,660
2847,36,67,470
2848,37,69,740
2849,29,52,730
2850,51,88,880
2851,7,18,390
2852,47,119,800
2853,14,119,870
2854,58,104,490
2855,33,101,850
2856,57,69,890
2857,7,23,440
2858,51,113,760
2859,42,37,550
2860,39,76,760
2861,7,28,420
2862,19,39,830
2863,60,64,660
2864,42,113,710
2865,40,118,590
2866,37,107,800
2867,41,118,840
2868,11,34,450
2869,73,80,830
2870,60,104,450
2871,42,118,820
2872,9,13,280
2873,42,119,700
2874,19,70,720
2875,54,120,720
2876,55,73,700
2877,15,114,760
2878,18,111,810
2879,53,74,810
2880,12,58,430
2881,4,103,520
2882,50,112,760
2883,20,107,860
2884,9,91,570
2885,6,102,790
2886,17,28,310
2887,54,68,520
2888,5,103,620
2889,53,110,780
2890,59,101,750
2891,31,70,720
2892,41,105,540
2893,58,61,720
2894,11,24,560
2895,44,63,630
2896,39,106,720
2897,44,65,540
2898,26,34,310
2899,53,114,890
2900,34,97,870
2901,13,37,850
2902,46,49,370
2903,56,70,450
2904,6,53,350
2905,76,81,900
2906,58,105,900
2907,2,81,560
2908,34,103,660
2909,54,82,490
2910,19,29,380
2911,39,104,740
2912,50,40,750
2913,70,75,780
2914,40,62,630
2915,52,77,860
2916,14,61,800
2917,41,61,790
2918,44,65,870
2919,51,115,660
2920,13,40,770
2921,12,37,610
2922,18,92,870
2923,36,36,490
2924,44,63,780
2925,59,69,820
2926,67,76,900
2927,57,93,790
2928,41,75,850
2929,40,78,520
2930,18,120,770
2931,33,94,880
2932,73,80,880
2933,40,110,890
2934,42,38,570
2935,30,92,880
2936,32,106,460
2937,39,89,900
2938,59,71,770
2939,20,91,730
2940,7,107,560
2941,48,108,830
2942,37,101,690
2943,9,27,270
2944,36,104,640
2945,39,54,620
2946,15,64,850
2947,59,89,830
2948,38,51,480
2949,36,65,490
2950,20,92,740
2951,37,76,880
2952,4,103,490
2953,49,70,820
2954,40,62,810
2955,37,76,840
2956,26,80,450
2957,71,87,890
2958,35,102,730
2959,16,59,550
2960,49,63,660
2961,54,76,890
2962,8,72,410
2963,4,27,460
2964,17,27,400
2965,5,99,740
2966,31,49,370
2967,6,5,190
2968,55,115,730
2969,32,95,520
2970,51,92,430
2971,42,111,860
2972,52,114,830
2973,42,117,860
2974,55,103,670
2975,15,79,800
2976,43,113,860
2977,19,112,890
2978,4,4,340
2979,24,54,430
2980,18,114,620
2981,9,102,590
2982,53,96,680
2983,30,104,620
2984,32,106,780
2985,46,79,850
2986,13,94,880
2987,15,117,880
2988,40,100,480
2989,50,40,500
2990,34,97,760
2991,51,98,870
2992,31,68,450
2993,33,99,650
2994,5,92,530
2995,40,73,800
2996,56,61,870
2997,33,101,680
2998,20,103,430
2999,59,98,900
3000,32,120,780
3001,58,118,870
3002,25,106,480
3003,39,62,860
3004,10,62,360
3005,55,103,880
3006,42,79,800
3007,53,114,720
3008,54,72,660
3009,37,71,540
3010,57,61,850
3011,55,108,790
3012,38,99,860
3013,19,84,640
3014,58,112,550
3015,42,113,620
3016,45,114,820
3017,46,109,780
3018,39,103,900
3019,56,114,860
3020,7,24,390
3021,40,118,680
3022,54,82,840
3023,58,105,470
3024,17,22,370
3025,26,97,620
3026,68,72,790
3027,37,107,580
3028,25,30,310
3029,45,117,670
3030,60,69,750
3031,6,31,660
3032,18,72,810
3033,10,15,340
3034,53,97,780
3035,31,92,830
3036,12,78,370
3037,23,39,450
3038,52,109,600
3039,33,71,870
3040,48,67,890
3041,39,64,800
3042,60,111,580
3043,37,105,470
3044,18,56,550
3045,5,35,550
3046,25,58,550
3047,32,63,690
3048,12,16,370
3049,7,102,560
3050,42,77,880
3051,46,115,670
3052,31,39,340
3053,57,97,490
3054,48,62,730
3055,57,117,820
3056,5,77,540
3057,44,84,450
3058,17,87,690
3059,33,117,660
3060,5,63,530
3061,6,58,420
3062,28,73,460
3063,49,52,310
3064,7,32,580
3065,52,77,800
3066,15,75,810
3067,5,81,690
3068,9,32,610
3069,25,69,370
3070,13,56,550
3071,14,85,850
3072,8,31,330
3073,44,116,800
3074,26,33,360
3075,46,107,520
3076,42,76,840
3077,33,103,770
3078,18,84,550
3079,47,118,880
3080,52,73,890
3081,20,101,600
3082,25,31,400
3083,56,107,510
3084,17,37,830
3085,62,64,700
3086,9,15,670
3087,52,120,630
3088,18,37,360
3089,16,107,670
3090,48,85,880
3091,12,21,400
3092,46,117,740
3093,15,88,890
3094,38,103,540
3095,47,71,740
3096,7,99,890
3097,15,112,850
3098,56,68,690
3099,42,63,690
3100,54,70,750
3101,6,95,900
3102,38,109,680
3103,48,112,540
3104,37,104,650
3105,45,40,640
3106,11,36,750
3107,53,65,760
3108,28,103,640
3109,14,118,770
3110,28,107,570
3111,12,40,660
3112,53,58,350
3113,59,105,590
3114,19,38,790
3115,53,61,660
3116,60,113,610
3117,57,92,730
3118,20,111,850
3119,43,71,790
3120,8,112,540
3121,14,39,510
3122,47,119,630
3123,51,103,840
3124,43,106,730
3125,36,52,370
3126,37,49,420
3127,41,63,650
3128,57,115,900
3129,36,83,900
3130,49,117,830
3131,33,116,800
3132,36,118,880
3133,43,117,790
3134,55,118,880
3135,42,75,760
3136,54,99,680
3137,43,116,780
3138,6,8,490
3139,15,69,870
3140,31,72,850
3141,31,101,510
3142,27,94,730
3143,18,103,560
3144,56,78,830
3145,27,33,670
3146,32,87,620
3147,13,105,680
3148,36,107,660
3149,15,97,840
3150,54,112,730
3151,54,93,570
3152,56,91,860
3153,51,70,700
3154,52,64,760
3155,32,36,610
3156,47,83,830
3157,68,73,890
3158,58,113,570
3159,45,85,540
3160,12,12,400
3161,18,34,500
3162,57,75,830
3163,2,58,350
3164,31,67,680
3165,20,38,740
3166,47,109,800
3167,50,59,870
3168,15,104,900
3169,50,72,540
3170,16,65,750
3171,34,65,840
3172,22,25,490
3173,57,80,460
3174,31,120,630
3175,77,88,900
3176,42,70,710
3177,1,22,300
3178,42,118,600
3179,63,67,770
3180,26,85,470
3181,49,80,840
3182,19,85,490
3183,53,73,840
3184,53,106,830
3185,50,118,870
3186,34,63,830
3187,62,79,790
3188,33,34,660
3189,17,104,730
3190,6,92,820
3191,30,62,530
3192,53,118,900
3193,37,85,850
3194,16,39,480
3195,49,71,370
3196,59,65,870
3197,12,71,770
3198,33,33,810
3199,17,37,690
3200,18,111,510
3201,60,89,890
3202,3,32,390
3203,45,58,840
3204,57,96,900
3205,54,117,840
3206,58,106,870
3207,44,66,770
3208,35,39,380
3209,37,105,740
3210,38,75,430
3211,49,76,900
3212,60,102,650
3213,60,69,850
3214,38,105,780
